,title,abstract
833,Snapshots of My Patients,Thumbnail images in electronic health records provide insights into the patients we care for.
834,How to Quarantine at Home,"If you live with others, sleep in separate rooms. Keep windows open. Get an indoor pet."
835,Hong Kong Says It Will Begin Evacuating Residents From Wuhan,The death of one Hong Kong resident in the mainland Chinese city heightened fears for thousands of others stuck in the center of the coronavirus outbreak.
836,Progressives Are the Real Pragmatists,Medicaid expansion is just the latest example of how liberal policies make for good politics.
837,When a Teenager’s Irregular Periods Are Cause for Concern,"One common cause is polycystic ovary syndrome, or PCOS, which is difficult to diagnose in adolescents."
838,South Korea Raises Threat Alert Level,"The move empowers the government to lock down cities, as Italy imposes its own regional lockdown and cases rise in Iran."
839,7 Essential Books About Pandemics,"As the world grapples with the coronavirus outbreak, these works remind us that humans have faced deadly plagues for millenniums."
840,"Infection Numbers Spike in South Korea, and Fear Builds","In total, 28 countries outside of China have reported more than 1,500 coronavirus cases."
841,"Coronavirus Cases in the United States Reach 34, and More Are Expected","The contagion “represents a tremendous public health threat,” said one federal health official."
842,More Americans Are Dying at Home Than in Hospitals,"In a historic reversal, fewer patients are dying in hospitals. But experts warn that many families are unprepared to care for seriously ill relatives at home."
843,Religious Groups in China Step Into the Coronavirus Crisis,"In temples, mosques and churches, China’s believers have been eager to fight the virus. Not all their efforts have been well received."
844,"As New Cases Surge, Businesses Face Grim Fallout","With four fatalities in Iran and a spike in infections in South Korea, concerns about the virus’s effect on the global economy intensified."
845,Is There Such a Thing as a ‘Sugar High’?,Many parents blame sugar for their children’s hyperactive behavior. But the myth has been debunked.
846,Great Running Spots Across America,"If you’re like me, vacation planning also means “where am I going to run?” planning."
847,What a Party in Japan May Tell Us About the Coronavirus’s Spread,Will the virus spiral beyond China? Public health experts are closely studying cluster cases in other Asian countries.
848,South Korea Confirms a Jump in Coronavirus Infections,The new figures give the country the second largest number of confirmed cases outside mainland China.
849,"At Walgreens, Complaints of Medication Errors Go Missing",Consultants working on a report for the drugstore chain were told not to mention some concerns raised by employees. Safety issues have also been flagged at CVS.
850,How Common Mental Shortcuts Can Cause Major Physician Errors,Tendencies like left-digit bias can have life-altering consequences for patients.
851,"Health Spending Grew Modestly, New Analysis Finds","For the first time in many years, the government reported that spending on health care last year grew more slowly than the economy overall."
852,Why Did the Coronavirus Outbreak Start in China?,Let’s talk about the cultural causes of this epidemic.
853,"Half of Us Face Obesity, Dire Projections Show","By 2030, nearly one in two adults will be obese, and nearly one in four will be severely obese."
854,"To Prevent Next Coronavirus, Stop the Wildlife Trade, Conservationists Say",Conservationists see a persistent threat of epidemics so long as tens of millions of animals are traded in Southeast Asia.
855,Microbes Point the Way to Shipwrecks,"Distinct microbiomes flourish around sunken ships as they become artificial reefs, new research in the Gulf of Mexico reveals."
856,Japan Reports 2 Deaths Among Cruise Ship Passengers,"The virus continues to spread in China, though more slowly. New cases in countries like Japan and Iran have experts concerned about getting it under control quickly."
857,Whisky Knows Her Toys,"A Border collie in Norway learned the names and categories of her many, many toys, just by playing a game with her owners."
858,Vape Shops Face a Choice: Close or Rebrand?,Hundreds of stores are stocked almost entirely with flavored nicotine products that will soon be illegal to sell in New Jersey.
859,"Welcoming a Grandchild, Right in the Delivery Room",Many grandparents — mostly mothers and mothers-in-law — are present for the birth of a grandchild.
860,Can Hearing Aids Help Prevent Dementia?,Research suggests that paying more attention to the “invisible disability” of hearing loss might improve our brains.
861,How to Raise Siblings Who Get Along,"Playing together is part of it, but so is having chores kids can complete as a team (especially if they can sneak in some fun while they work)."
862,"Weekly Health Quiz: Fake Meat, Exercise and Aging Muscles",Test your knowledge of this week’s health news.
863,"‘No More Hugging, No More Kissing.’ At Home in Hong Kong With 2 Frontline Doctors.",Drs. Eunice and Pierre Chan have taken extraordinary measures to treat patients and protect their family amid the coronavirus outbreak.
864,Macrolide Antibiotics Early in Pregnancy Tied to Birth Defects,"Taking antibiotics like erythromycin, clarithromycin or azithromycin early in the course of pregnancy may increase the risk of birth defects."
865,White-Lipped Peccary Species May Be in Steep Decline,"With forests depleted by development, the pig-like animals are disappearing rapidly, scientists have found in a new study."
866,Video Chats and Ordering In: Coronavirus Quarantine With a Smartphone,"This is not your grandmother’s quarantine. People are confined and afraid, but their virtual lives have been largely uninterrupted."
867,Cruise Giant Carnival Works to Manage Deepening Coronavirus Crisis,Carnival could be hurt financially after passengers on two of its ships were found to be infected.
868,I Tried 6 Popular Anti-Snoring Devices. Here’s How They Did.,Plenty of devices promise to stop snoring. We found only a few that actually seem to work.
